,airline_sentiment,text,tweet_created,tweet_location,score,one_hot_score
175,positive,"@usairways you are amazing!!! follow me back, please!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",2015-02-18 07:28:29 -0800,"Russia, Россия",1,"[0, 0, 1]"
176,negative,@united this customer service experience will be tweeted for quality assurance.,2015-02-22 08:13:43 -0800,"Portsmouth, NH",-1,"[1, 0, 0]"
177,positive,@americanair didn't really need anything. saw your mentions are often negative. keep up the good work. #gratitude  🇺🇸✈️,2015-02-22 19:30:59 -0800,Indianapolis,1,"[0, 0, 1]"
178,neutral,@southwestair @livvyports16 and i became best friends bcuz of @imaginedragons is there any other way?,2015-02-19 14:02:18 -0800,,0,"[0, 1, 0]"
179,neutral,@southwestair is service to aruba being permanently discontinued in august?,2015-02-22 17:23:40 -0800,,0,"[0, 1, 0]"
180,positive,@jetblue @ellahenderson omg!  wish i had a flight today!  haha there's always next time!  have fun at #lft5,2015-02-17 09:02:00 -0800,NY,1,"[0, 0, 1]"
181,neutral,@southwestair followed.,2015-02-17 10:15:33 -0800,Silicon Valley,0,"[0, 1, 0]"
182,negative,"@virginamerica got a flight (we were told) for 4:50 today..,checked my email and its for 4;50 tomorrow. this is unacceptable.",2015-02-22 10:30:17 -0800,Brooklyn,-1,"[1, 0, 0]"
183,negative,@united what is going on with baggage claim in newark!#tiredandwanttogohome,2015-02-20 02:54:49 -0800,,-1,"[1, 0, 0]"
184,neutral,@usairways doesn't take into account the $450 it cost 2 rent a car 2 drive home,2015-02-23 13:22:41 -0800,Does it really matter,0,"[0, 1, 0]"
185,neutral,@united @shulemstern @gg8929 raise a dispute with your cc provider and they will hopefully clear it for you.,2015-02-18 11:41:38 -0800,,0,"[0, 1, 0]"
186,positive,@virginamerica of course! i work for @virginatlantic and i'm obsessed with the entire virgin family!!,2015-02-19 10:47:21 -0800,Chicago,1,"[0, 0, 1]"
187,negative,@united why are your agents working so slowly to rebook people who are on #ua1481. we have all wasted an entire day at stt.,2015-02-22 14:48:26 -0800,"London, ON",-1,"[1, 0, 0]"
188,negative,@united i guess. but what is the excuse for understaffed costumer services? 3 people had to deal with lots of angry passengers. weather too?,2015-02-23 09:08:16 -0800,,-1,"[1, 0, 0]"
189,neutral,"@jetblue thx for the pointer, but im good with the big monitor.  any advice on who i should pick to come our of the western conf (nba)?",2015-02-18 16:10:34 -0800,,0,"[0, 1, 0]"
190,neutral,"@united @jeffsmisek @robertfor39 @fioretti2ndward @garcia4chicago  
faa invest near miss on o'hare runway last wk:http://t.co/jvj73zza4a",2015-02-22 15:26:04 -0800,"Chicago, IL",0,"[0, 1, 0]"
191,neutral,too late flight. rt “@jetblue: our fleet's on fleek. http://t.co/nj5ga1gds5”,2015-02-23 11:56:28 -0800,Bawston,0,"[0, 1, 0]"
192,negative,@united ua1731 - denver to austin...  still on the ground...,2015-02-22 20:33:58 -0800,,-1,"[1, 0, 0]"
193,neutral,@jetblue @hanneslohmann cool,2015-02-20 12:53:00 -0800,,0,"[0, 1, 0]"
194,positive,@united definitely a compliment! i really thought my bag was lost after it was sent on to another airport. in the end i am a happy customer,2015-02-23 23:42:44 -0800,"Stockholm, Sweden ",1,"[0, 0, 1]"
195,neutral,@virginamerica atlantic ploughs a lone furrow in the #middleeast http://t.co/dcobokn7ee @thenationaluae,2015-02-19 02:00:12 -0800,Libya,0,"[0, 1, 0]"
196,neutral,@united sure.  follow for a sec and i will.,2015-02-20 19:18:26 -0800,"Omaha, Nebraska",0,"[0, 1, 0]"
197,neutral,@southwestair @vindictive_tk larry david works for southwest?,2015-02-20 07:59:08 -0800,"Raleigh, NC",0,"[0, 1, 0]"
198,positive,"@americanair - yep , they've been good.  now can you make that 1535 flight to mci wait just a tick....😃",2015-02-22 13:56:52 -0800,Omaha,1,"[0, 0, 1]"
199,negative,@united can u get the crew member that we are waiting on? we were told 40 minutes ago they landed here and they are still not to our gate.,2015-02-20 04:55:14 -0800,New Jersey,-1,"[1, 0, 0]"
200,positive,@southwestair lol i already am ! i am a card member as well too lol i enjoy flying with you guys,2015-02-22 17:31:56 -0800,Virginia.,1,"[0, 0, 1]"
201,negative,@united we've been seating for 5hrs inside flight ua936 at #iad delayed. we've only been offered water &amp; cookies in business class. #failed,2015-02-21 19:31:44 -0800,Washington-Vancouver-Medellín,-1,"[1, 0, 0]"
202,positive,@jetblue good to hear. thx for being responsive.,2015-02-21 13:19:08 -0800,"Washington, DC",1,"[0, 0, 1]"
203,neutral,@jetblue do you sell open tickets? i have a sick relative and may have to travel at a moments notice. sad but true.,2015-02-18 14:44:58 -0800,"South Miami Heights, Florida",0,"[0, 1, 0]"
204,negative,@united i'm cancelled flighting my #mileageplus card and i will never do business with you again. you clearly don't care about your customers.,2015-02-20 18:08:18 -0800,"Hoboken, NJ",-1,"[1, 0, 0]"
205,neutral,@jetblue our non-profit arc would love tickets as we rely on airlines for extractions in saving abducted children and returning them home!,2015-02-23 15:29:23 -0800,hermosa beach california,0,"[0, 1, 0]"
206,positive,"@usairways #success made flight , please thank the crew of 556 great time recovery",2015-02-19 09:58:19 -0800,,1,"[0, 0, 1]"
207,positive,"@jetblue yup we know, not your fault, just not ideal sittin for over an hour but as always your staff is great!",2015-02-22 07:48:25 -0800,"Southbury, CT",1,"[0, 0, 1]"
208,neutral,@united all day travel. #swag #ijustwanttosleep,2015-02-17 08:59:48 -0800,West Palm Beach ,0,"[0, 1, 0]"
209,neutral,"@united 374 ord to roc. fam came to see me at sna. i'm a member, so is my dad. he used his miles for them.",2015-02-17 18:29:32 -0800,Irvine,0,"[0, 1, 0]"
210,neutral,"@united do you mean ""fortunately""? i don't want my flight to be affected! 😉",2015-02-18 02:43:27 -0800,"London, UK ",0,"[0, 1, 0]"
211,negative,@united lost bag on next flight. didn't have time to load during the 5 hour delay?consequence from platinum to gold,2015-02-22 05:12:08 -0800,"Atlantic Highlands, NJ",-1,"[1, 0, 0]"
212,neutral,"@jetblue well, i fly into huntsville, al. but i'd take either nashville or birmingham too!",2015-02-19 15:55:42 -0800,NYC,0,"[0, 1, 0]"
213,negative,@united here we go again. 2 of 3 segments sfo--new york rt were delayed over 2 hrs each! why do you suck so bad!?!maybe another line of bus?,2015-02-22 20:07:20 -0800,Danville CA,-1,"[1, 0, 0]"
214,positive,@united thanks for prompt response.  another hour to enjoy vacation! perhaps a bug in the app as it still shows 2:55.,2015-02-20 10:51:59 -0800,Tri State NY area...,1,"[0, 0, 1]"
215,neutral,@jetblue trivia contest to win flight. 1 question. rt and follow &amp; i'll send you answer to enter. http://t.co/aucsykfuhd via @wsjplus,2015-02-20 08:25:47 -0800,"iPhone: 28.356075,-81.588827",0,"[0, 1, 0]"
216,positive,@americanair aww cool! it's nice to know they are still up above my head then. one of my faves.,2015-02-24 10:11:21 -0800,United States,1,"[0, 0, 1]"
217,negative,@united i know that. thanks for the standard reply.,2015-02-22 03:17:53 -0800,,-1,"[1, 0, 0]"
218,neutral,@united also checked email you have on file for me and it is correct,2015-02-21 14:22:34 -0800,midwest and sometimes Spain,0,"[0, 1, 0]"
219,negative,@united i work in customer support- extremely saddened united won't waive change fee for flights i had to cancelled flight due to east coast storms.,2015-02-19 11:38:04 -0800,"iPhone: 40.732048,-73.994102",-1,"[1, 0, 0]"
220,negative,@united messaged you as requested- and called your baggage team again. it's still in newark. please help or let me know next steps!!,2015-02-19 09:10:00 -0800,Germany,-1,"[1, 0, 0]"
221,negative,@united stuck in. ord because united can't find their airplane. lol. #upset terminal right now.,2015-02-20 07:31:14 -0800,"Orlando, FL",-1,"[1, 0, 0]"
222,neutral,"@southwestair i know where that is! alas i live far, far away now. #books",2015-02-21 13:39:31 -0800,"Provo, Utah",0,"[0, 1, 0]"
223,neutral,@southwestair not possible to carry-on and put in a closet/overhead? had success doing that with other airlines. thanks,2015-02-18 05:21:30 -0800,,0,"[0, 1, 0]"
224,positive,@usairways haha - that will indeed be a great day!,2015-02-17 11:00:20 -0800,"Washington, DC",1,"[0, 0, 1]"
225,negative,@united - seriously it's 2015?!?!  no wifi on a 5hr flight from cle-sfo #1589.  you're the only airline without wifi...,2015-02-23 09:59:58 -0800,,-1,"[1, 0, 0]"
226,positive,"@southwestair thank you, will do",2015-02-19 15:05:31 -0800,catch me if you can,1,"[0, 0, 1]"
227,neutral,"@jetblue.  punta cana, to enjoy weather n see my wifes family",2015-02-17 16:04:30 -0800,,0,"[0, 1, 0]"
228,neutral,@jetblue you're taking me to new orleans in two weeks so i'll picture that while i shiver #forevercold,2015-02-22 17:29:01 -0800,"Boston, MA",0,"[0, 1, 0]"
229,neutral,@united - it is possible to make a ticket change via twitter? traveling internationally and can't make calls... thanks in advance!,2015-02-21 14:29:22 -0800,"Seattle, WA / 36,000 feet",0,"[0, 1, 0]"
230,neutral,@virginamerica @shrinerack seattle bound. wifey got me the duffle for vday. she's a keeper!!! holla!!! http://t.co/jloiblnair,2015-02-19 20:22:06 -0800,Bay Area,0,"[0, 1, 0]"
231,negative,@united nice to know that 3 hours of my time is worth $7.99. free directtv for everyone! ever hear of preventative maintenance?,2015-02-20 09:35:15 -0800,,-1,"[1, 0, 0]"
232,positive,@usairways i made it- thx.,2015-02-24 08:21:04 -0800,"Minneapolis, MN",1,"[0, 0, 1]"
233,negative,"@united web app won't let me upgrade seats, call center wait time is 20 minutes plus, just want to get more legroom but it's a pita",2015-02-21 05:44:14 -0800,here,-1,"[1, 0, 0]"
234,neutral,@southwestair will do. thank you.,2015-02-20 10:17:47 -0800,"Astoria, New York",0,"[0, 1, 0]"
235,positive,@americanair thanks,2015-02-23 12:29:11 -0800,Greater Geelong ,1,"[0, 0, 1]"
236,positive,"@usairways i'm enjoying my flights so far! you're doing a great job. today's been tough, so thanks for making my flights comfortable.",2015-02-20 12:51:24 -0800,"New York, London, Tokyo",1,"[0, 0, 1]"
237,neutral,@southwestair how can i refer a friend for the southwest credit card for points?,2015-02-20 11:31:00 -0800,"Milwaukee, WI",0,"[0, 1, 0]"
238,neutral,@united you please do not burn my dreams !!!  #burningman tickets sales today.,2015-02-18 08:05:54 -0800,Warsaw,0,"[0, 1, 0]"
239,positive,"@southwestair i tweeted several times last week about flight info during storm, always a timely tweet back.  thx! 😄",2015-02-22 14:33:45 -0800,Southern Virginia!!!!!!,1,"[0, 0, 1]"
240,neutral,@united you'll be hearing from me for sure.,2015-02-22 23:09:21 -0800,Toronto,0,"[0, 1, 0]"
241,positive,"@jetblue hey, so, dre at seatac check in needs a raise, stat. dude gave me amazing customer service and made me feel valued. 👍",2015-02-18 10:29:23 -0800,"Mill Creek, WA",1,"[0, 0, 1]"
242,neutral,@southwestair sure can! just a second.,2015-02-19 07:55:35 -0800,"Buffalo, NY",0,"[0, 1, 0]"
243,negative,"@united ruined my day &amp; start trip sfo to gig. both legs changed, lost my paid upgrade &amp; 200 1st class seat &amp; moved me from econ + to econ",2015-02-21 13:16:30 -0800,,-1,"[1, 0, 0]"
244,negative,@united i need assistance. due to your incompetence i need to reschedule a connection. i will never fly @united again.,2015-02-23 05:10:10 -0800,Punk is the preacher.,-1,"[1, 0, 0]"
245,neutral,@united hello. i got off a flight a few months ago and constantly think about your peanuts. is there anyway you could send me some?,2015-02-19 22:21:50 -0800,Kaizen 改善,0,"[0, 1, 0]"
246,negative,"@united gates were definitely not full. we were parked and wheels were chocked. customer service called it an ""unmet arrival""!!",2015-02-20 06:12:48 -0800,New Jersey,-1,"[1, 0, 0]"
247,neutral,@usairways just now but no general announcement,2015-02-23 16:38:58 -0800,,0,"[0, 1, 0]"
248,neutral,@united i need my confirmation number! can you give it to me?,2015-02-17 09:18:02 -0800,,0,"[0, 1, 0]"
249,neutral,@united @jedediahbila kp i am not traveling - we trying to cheer up ms. bila.,2015-02-20 10:09:40 -0800,,0,"[0, 1, 0]"
250,negative,@united that's cool - now what?,2015-02-23 10:03:08 -0800,,-1,"[1, 0, 0]"
251,neutral,@united dca-ewr flight #4372,2015-02-18 19:25:47 -0800,Seattle,0,"[0, 1, 0]"
252,neutral,"@virginamerica ""you down with rnp?"" ""yeah you know me!""",2015-02-23 09:45:23 -0800,,0,"[0, 1, 0]"
253,neutral,"@southwestair also, will southwest have any other specials like the one they are running now?",2015-02-22 08:55:55 -0800,"Newark, NJ",0,"[0, 1, 0]"
254,neutral,@southwestair : thanks.are flights operating now or cancelled flightled?,2015-02-23 08:34:13 -0800,,0,"[0, 1, 0]"
255,negative,@virginamerica looks like a broken link for your assets https://t.co/oardjjgrrd,2015-02-20 07:11:57 -0800,"Brooklyn, NY",-1,"[1, 0, 0]"
256,positive,@usairways i made it! thanks for the help!,2015-02-23 12:53:57 -0800,,1,"[0, 0, 1]"
257,negative,@united great job losing one of my six bags on a direct flight.  don't know how you manage to do it.,2015-02-21 13:26:24 -0800,,-1,"[1, 0, 0]"
258,negative,"@united yes i have and i was calling in regards to speaking to someone about it even further, but unfortunately i was just bounced around.",2015-02-22 20:54:49 -0800,,-1,"[1, 0, 0]"
259,positive,@jetblue thanks for help. can't wait to travel with! and get out of the snow.,2015-02-22 15:24:19 -0800,Merrimack NH,1,"[0, 0, 1]"
260,positive,"@americanair versus @jetblue 
in customer service?
who will win!
for me @americanair is a convenience to a trip to cali &lt;3",2015-02-22 16:46:46 -0800,New York City ,1,"[0, 0, 1]"
261,positive,@jetblue i was so excited when i saw that you fly there! #ionlyflyblue,2015-02-19 06:59:50 -0800,"Long Island, NY",1,"[0, 0, 1]"
262,positive,"despite mother nature's best efforts, @southwestair's good-humored folks got us home safely in an area heavily affected by winter storms.",2015-02-17 15:39:32 -0800,"Eastern Time, United States",1,"[0, 0, 1]"
263,neutral,@virginamerica a brilliant brisk am in boston in cue for vx363 http://t.co/rmznivgmg6,2015-02-19 04:10:40 -0800,California,0,"[0, 1, 0]"
264,positive,@jetblue mark t.  in austin was great handling my bag issue.  #thanks,2015-02-23 08:14:09 -0800,Cape Cod Ma,1,"[0, 0, 1]"
265,neutral,@southwestair i enjoyed a call from my good friend he's flight booking problems his flights elsewhere as i tweet one at a time i will tell as many as i can,2015-02-23 15:01:40 -0800,,0,"[0, 1, 0]"
266,neutral,“@jetblue: @dlewis2412 sorry! please ask inflght if there is an open seat you can move to.” will do!,2015-02-20 18:34:46 -0800,As global as possible,0,"[0, 1, 0]"
267,negative,"@united really needs to start upgrading their planes. no tvs &amp; then the ""inflight wifi"" is currently unavailable #unitedairlines",2015-02-21 08:20:52 -0800,New York,-1,"[1, 0, 0]"
268,neutral,@southwestair had to be stuck in the middle seat :( http://t.co/dzegapfqw1,2015-02-23 00:02:38 -0800,,0,"[0, 1, 0]"
269,positive,@southwestair yes. thank you. oct 25-oct 31,2015-02-17 10:20:46 -0800,Château d'If,1,"[0, 0, 1]"
270,neutral,@united i have a question,2015-02-21 19:51:21 -0800,,0,"[0, 1, 0]"
271,negative,@united coupled with self-service policies/cost cutting exacerbates the noted issues. (3/3),2015-02-21 04:53:27 -0800,,-1,"[1, 0, 0]"
272,positive,@united have reported it.  still in istanbul at the moment apparently.  on the other plane haha.  hats off to the pilot!,2015-02-18 15:11:30 -0800,,1,"[0, 0, 1]"
273,negative,"@united really fucked my day up hilo to lax 2hr30min delay because of software? missed connection, getting home 8hrs late flightr no upgrade nothin",2015-02-21 10:05:33 -0800,,-1,"[1, 0, 0]"
274,negative,@united this is it... last time i fly #unitedairlines  you screw up every trip now will be stuck in ord and miss work.,2015-02-22 17:10:37 -0800,Toronto Canada,-1,"[1, 0, 0]"
275,neutral,@southwestair  wish you allowed http://t.co/0pdntgbxc6 to access you site for awards tracking.,2015-02-22 12:44:02 -0800,USA,0,"[0, 1, 0]"
276,positive,@americanair awesome customer service on #390 from rdu. they snuck my wife a warm cookie. thx!,2015-02-22 17:53:09 -0800,60093,1,"[0, 0, 1]"
277,neutral,“@jetblue: our fleet's on fleek. http://t.co/ajm3bhjvaa” #foh,2015-02-23 13:32:27 -0800,"Slum Village, NY",0,"[0, 1, 0]"
