,airline_sentiment,text,tweet_created,tweet_location,score,one_hot_score
169,neutral,@virginamerica to jump into the dallas-austin market - @dallas_news http://t.co/ewwgi97gdx,2015-02-22 03:32:07 -0800,FL410,0,"[0, 1, 0]"
170,neutral,"@virginamerica beats eps views, takes on #southwestair va luv - investor's business daily http://t.co/flwmgdahxu",2015-02-22 03:02:06 -0800,FL410,0,"[0, 1, 0]"
171,neutral,@virginamerica lister to my show my on monday 1230 130,2015-02-22 02:42:16 -0800,,0,"[0, 1, 0]"
172,neutral,@virginamerica to begin dallas-austin #flights in april - 88.9 ketr http://t.co/ssuvwwkyhh,2015-02-22 01:32:05 -0800,FL410,0,"[0, 1, 0]"
173,negative,"@virginamerica congrats, you just got all my business from ewr to sfo/lax. fuck you @united fl1289 sfo/ewr was the clincher...",2015-02-21 21:32:59 -0800,"Belmar, NJ",-1,"[1, 0, 0]"
174,negative,@virginamerica  i applied over 2 weeks ago. haven't heard back and i'm flying this week #disappointed,2015-02-21 21:28:42 -0800,,-1,"[1, 0, 0]"
175,neutral,@virginamerica i'd love to know what your policy is for damaged luggage.,2015-02-21 20:41:55 -0800,Las Vegas,0,"[0, 1, 0]"
176,positive,@virginamerica thank you for the follow,2015-02-21 20:33:30 -0800,Barbados ,1,"[0, 0, 1]"
177,negative,@virginamerica - too many apologies! you r the worse airlines! don't even respond to your cudtomers,2015-02-21 20:21:23 -0800,,-1,"[1, 0, 0]"
178,negative,@virginamerica shame on va for making people spend money in stranded cities when other airlines are landing at jfk! who will reimburse me?,2015-02-21 20:11:40 -0800,,-1,"[1, 0, 0]"
179,neutral,@virginamerica @ttinac11 i dm you,2015-02-21 18:35:27 -0800,"Las Vegas, NV",0,"[0, 1, 0]"
180,neutral,@virginamerica can you please have flights in  sjc ? i have no choice but to fly southwest to vegas 😩😭,2015-02-21 18:29:40 -0800,,0,"[0, 1, 0]"
181,negative,@virginamerica too bad you say it takes 10 to 14 days via your confirmation email. when i inquired after 3 weeks you claim 6 to 8 weeks!,2015-02-21 18:29:35 -0800,Northern Virginia,-1,"[1, 0, 0]"
182,negative,@virginamerica flight from bos &gt; las tomorrow was cancelled flightled. no notification; wait times are 1+ hour. will you rebook on another airline?,2015-02-21 18:11:58 -0800,"Boston, MA",-1,"[1, 0, 0]"
183,positive,😎 rt @virginamerica: you’ve met your match. got status on another airline? upgrade (+restr): http://t.co/rhkamx9vf5. http://t.co/pyalebgkjt,2015-02-21 18:09:54 -0800,Worldwide,1,"[0, 0, 1]"
184,positive,@virginamerica only way to fly! #elevate #gold,2015-02-21 18:02:51 -0800,LaLa Land,1,"[0, 0, 1]"
185,neutral,@virginamerica if only you guys had flights from cmh.,2015-02-21 17:43:33 -0800,,0,"[0, 1, 0]"
186,negative,"@virginamerica a lot of ""apologies"" being thrown out to customers from what i can see.very sad. thanks for nothing. worst airline ever.",2015-02-21 17:41:48 -0800,,-1,"[1, 0, 0]"
187,negative,@virginamerica  for all my flight stuff wrong and did nothing about it. had #worst #flight ever,2015-02-21 17:40:07 -0800,"Las Vegas, NV",-1,"[1, 0, 0]"
188,neutral,@virginamerica having an issue finding a missing item on a plane. can you help me find which airport my plane headed to next?,2015-02-21 17:18:10 -0800,Chicago ,0,"[0, 1, 0]"
189,positive,@virginamerica you will match my #americanairlines status? cool!,2015-02-21 17:15:29 -0800,DC - LA - Venice Beach,1,"[0, 0, 1]"
190,neutral,“@virginamerica:you've met your match.got status on another airline? upgrade : http://t.co/h952rdktqy” @asarco_es_ar ? 🙉,2015-02-21 17:14:35 -0800,Argentina,0,"[0, 1, 0]"
191,negative,@virginamerica trying to book a flight with you guys and your website won't let me... about to lose my business,2015-02-21 17:13:52 -0800,"New York, NY",-1,"[1, 0, 0]"
192,negative,@virginamerica you suck!,2015-02-21 17:13:29 -0800,,-1,"[1, 0, 0]"
193,positive,@virginamerica thanks!,2015-02-21 16:50:34 -0800,BAYAREA✈️NYC,1,"[0, 0, 1]"
194,negative,@virginamerica just dm'd. same issue persisting.,2015-02-21 16:19:33 -0800,"Washington, DC",-1,"[1, 0, 0]"
195,negative,@virginamerica because we never rec'd cancelled flightlation notice we were left w no options to fly out of ps. driving to la for a red eye mon w kids,2015-02-21 15:47:19 -0800,New York City ,-1,"[1, 0, 0]"
196,negative,@virginamerica trying to book a flight &amp; your site is down 😁,2015-02-21 15:29:51 -0800,BAYAREA✈️NYC,-1,"[1, 0, 0]"
197,negative,@virginamerica you have any flights flying into boston tomorrow? i need to be home and you cancelled flightled my flight and didn't do anything,2015-02-21 15:27:52 -0800,MA // Ashton in Wonderland,-1,"[1, 0, 0]"
198,negative,@virginamerica you stink. flight cancelled flighted from psp to jfk and no notification or ability to rebook #disappointed.  #expected better,2015-02-21 14:34:09 -0800,New York City,-1,"[1, 0, 0]"
199,positive,@virginamerica i love your guy's song! we're dancing to it for our high school dance revue,2015-02-21 14:28:57 -0800,,1,"[0, 0, 1]"
200,negative,@virginamerica your website is down and i'm trying to check in!,2015-02-21 14:27:45 -0800,"Washington, DC",-1,"[1, 0, 0]"
201,positive,"@virginamerica done! thank you for the quick response, apparently faster than sitting on hold ;)",2015-02-21 14:24:16 -0800,"Los Angeles, California",1,"[0, 0, 1]"
202,neutral,@virginamerica nervous about my flight from dc to lax getting cancelled flightled tomorrow! just sent you a dm to help me!,2015-02-21 14:23:24 -0800,"Los Angeles, California",0,"[0, 1, 0]"
203,positive,@virginamerica cool picture of another virginamerica plane off our wing. what a site! http://t.co/5b2agfd8c4,2015-02-21 14:21:00 -0800,CT,1,"[0, 0, 1]"
204,positive,@virginamerica keep up the great work :),2015-02-21 13:52:20 -0800,"Los Angeles, California",1,"[0, 0, 1]"
205,positive,@virginamerica my goodness your people @love field are amazing under pressure ❤️from texas #beatstheothers in crisis please fly me to ny,2015-02-21 13:52:02 -0800,FREE ADVICE! ,1,"[0, 0, 1]"
206,positive,@virginamerica thanks for a great flight from la to boston! pilots did a great job landing in the snow. can we go back to la now? #seriously,2015-02-21 13:41:02 -0800,"Natick, MA, USA",1,"[0, 0, 1]"
207,neutral,@virginamerica can you please get me to the new york area before monday afternoon,2015-02-21 13:32:58 -0800,"okayville, population me",0,"[0, 1, 0]"
208,positive,"@virginamerica thanks so much for the awesome support, you guys rock!",2015-02-21 13:32:49 -0800,,1,"[0, 0, 1]"
209,negative,@virginamerica seats in row 8 don't recline should mention that on your website #soreback,2015-02-21 13:30:18 -0800,CT,-1,"[1, 0, 0]"
210,negative,@virginamerica flight 404 delayed 2 hours in la due to mechanical problems. handle like pros but you could have tossed us a free drink.,2015-02-21 13:28:49 -0800,CT,-1,"[1, 0, 0]"
211,negative,@virginamerica why cancelled flight flights today? no precipitation to be scared of!  ❄️❄️❄️,2015-02-21 13:18:45 -0800,FREE ADVICE! ,-1,"[1, 0, 0]"
212,positive,@virginamerica twitter team. you guys killed it for rescheduling me asap. thank you!,2015-02-21 13:00:26 -0800,"New York, NY",1,"[0, 0, 1]"
213,negative,@virginamerica you guys charged me $100 to reschedule a flight that was then cancelled flighted and are now refusing to refund it. what's the deal?,2015-02-21 12:54:58 -0800,,-1,"[1, 0, 0]"
214,negative,@virginamerica can’t access your website from safari on iphone 6. seems to work on mac and ipad. need iphone to add passbook.,2015-02-21 12:48:31 -0800,"Austin, TX",-1,"[1, 0, 0]"
215,neutral,"@virginamerica on ipad and iphone, clicking the checkin link in the email i received at 24hrs before flight",2015-02-21 12:45:25 -0800,"Silicon Valley, California",0,"[0, 1, 0]"
216,negative,"@virginamerica your mobile site is broken, shows 
""{{header.elevateuser.numofpointsavailable || '0' | number}} points"", won't let me checkin",2015-02-21 12:44:32 -0800,"Silicon Valley, California",-1,"[1, 0, 0]"
217,negative,@virginamerica i was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin,2015-02-21 12:23:36 -0800,"New York, NY",-1,"[1, 0, 0]"
218,negative,"@virginamerica why cancelled flight flight vx413? one sec its delayed, on my to airport, the next its cancelled flightled?gonna email or call me to reschedule?",2015-02-21 12:18:51 -0800,"New York, NY",-1,"[1, 0, 0]"
219,negative,@virginamerica i did it but there was a problem in the link from the email for check-in. thanks,2015-02-21 12:07:17 -0800,chile,-1,"[1, 0, 0]"
220,negative,@virginamerica had to change to another airline to get to dc today ... why is @united able to land in dc but not you? cost me $800 ...ugh,2015-02-21 11:56:47 -0800,"California, USA",-1,"[1, 0, 0]"
221,negative,@virginamerica i was so looking forward to my first flight with you today but it was cancelled flightled along with the subsequent one ...,2015-02-21 11:55:01 -0800,"California, USA",-1,"[1, 0, 0]"
222,positive,@virginamerica when are you putting some great deals from pdx to las or from las to pdx show me your love! http://t.co/eniqg0buzj,2015-02-21 11:49:53 -0800,,1,"[0, 0, 1]"
223,positive,@virginamerica wish i can afford to fly with you next friday  going back home.. love everything  about your airline,2015-02-21 11:45:41 -0800,,1,"[0, 0, 1]"
224,negative,@virginamerica  how are you gonna have a deal from dallas to dc but no deal from dc to dallas? #sad,2015-02-21 11:44:33 -0800,,-1,"[1, 0, 0]"
225,neutral,"@virginamerica it’s just a bug report, guys",2015-02-21 11:40:53 -0800,San Francisco,0,"[0, 1, 0]"
226,negative,@virginamerica hold times at call center are a bit much,2015-02-21 11:35:03 -0800,SF Bay Area,-1,"[1, 0, 0]"
227,positive,@virginamerica like http://t.co/vpqem31xuq,2015-02-21 11:10:26 -0800,"Los Angeles, CA",1,"[0, 0, 1]"
228,negative,@virginamerica site down? #help,2015-02-21 11:06:53 -0800,,-1,"[1, 0, 0]"
229,positive,@virginamerica you have the best flight attendant ever!!! http://t.co/pxdel1nq3l,2015-02-21 10:58:30 -0800,"Los Angeles, CA",1,"[0, 0, 1]"
230,positive,"awesome! rt @virginamerica: watch nominated films at 35,000 feet. #meetthefleet #oscars http://t.co/dnstitrzwy",2015-02-21 10:54:11 -0800,Worldwide,1,"[0, 0, 1]"
231,positive,@virginamerica thanks so much!,2015-02-21 10:40:51 -0800,Massachusetts,1,"[0, 0, 1]"
232,negative,"@virginamerica trying to reset my password, email never arrives. help?",2015-02-21 10:37:28 -0800,"Los Angeles, CA",-1,"[1, 0, 0]"
233,positive,"@virginamerica, the only airline based in silicon valley! #disruption #fcmostinnovative #incubator  @fastcompany's http://t.co/wu3lbcncr9",2015-02-21 10:31:11 -0800,New York,1,"[0, 0, 1]"
234,positive,@virginamerica very nicely done. 👏,2015-02-21 10:28:13 -0800,Las Vegas,1,"[0, 0, 1]"
235,positive,@virginamerica i’m looking forward to watching the oscars on my flight home tomorrow. i might even get something bubbly to drink! ;),2015-02-21 10:22:57 -0800,Massachusetts,1,"[0, 0, 1]"
236,negative,@virginamerica what is the reason  for the delay of the departure of vx 413 from jfk this afternoon?,2015-02-21 10:22:54 -0800,,-1,"[1, 0, 0]"
237,negative,"@virginamerica is todays flight from palm springs, ca to jfk in ny cancelled flightled?",2015-02-21 10:15:39 -0800,,-1,"[1, 0, 0]"
238,positive,@virginamerica hahaha 😂@virginamerica you guys are amazing. i love you guys!!!💗,2015-02-21 10:12:58 -0800,,1,"[0, 0, 1]"
239,positive,@virginamerica sounds like fun !,2015-02-21 10:12:25 -0800,"CALIFORNIA, USA",1,"[0, 0, 1]"
240,neutral,@virginamerica any updates on flight 413 from jfk &gt; lax,2015-02-21 10:11:00 -0800,"downtown, CA",0,"[0, 1, 0]"
241,neutral,@virginamerica spruce moose!,2015-02-21 10:10:37 -0800,Brooklyn,0,"[0, 1, 0]"
242,negative,"@virginamerica the css on your site is a 404 right now, please fix. site unusable.",2015-02-21 09:51:48 -0800,"Cambridge, MA, USA, Earth",-1,"[1, 0, 0]"
243,negative,"@virginamerica we're on flight 910 vegas to boston today, checked in online but our bag count didn't register. can i fix that somehow?",2015-02-21 09:10:18 -0800,Somewhere outside of Fenway,-1,"[1, 0, 0]"
244,positive,"@virginamerica classiq, luv virgin america. greetingz",2015-02-21 09:03:30 -0800,Abuja,1,"[0, 0, 1]"
245,negative,"@virginamerica hi, i'm trying to do check-in but the website is not working. i tried 3 different browsers and the problem continues",2015-02-21 08:59:06 -0800,chile,-1,"[1, 0, 0]"
246,positive,@virginamerica thanks for your great customer service today &amp; for helping me get all my travel sorted out!,2015-02-21 08:48:13 -0800,"Los Angeles, CA",1,"[0, 0, 1]"
247,positive,@virginamerica thanks guys! sweet route over the rockies #airplanemodewason,2015-02-21 08:04:14 -0800,"Las Piedras, Peru",1,"[0, 0, 1]"
248,positive,@virginamerica love the 90s music blasting at gate in #boston while waiting for flight to #sanfrancisco. only if i could get an iced coffee!,2015-02-21 04:25:54 -0800,"Charlestown, MA",1,"[0, 0, 1]"
249,negative,"@virginamerica - the passenger in 7d, flt 338 that assaulted me shouldn't have flown. i trust he's banned. crew filed report to @faanews",2015-02-21 02:36:29 -0800,,-1,"[1, 0, 0]"
250,negative,@virginamerica current bug on website shows ‘select departure city’ when selecting destination city http://t.co/sllyibe2vq,2015-02-20 23:00:24 -0800,San Francisco,-1,"[1, 0, 0]"
251,negative,@virginamerica luggage was severely dented/missing wheel coming off baggage claim in san. luggage agent miranda (i think) wasn't any help.,2015-02-20 22:34:27 -0800,Las Vegas,-1,"[1, 0, 0]"
252,positive,"@virginamerica thank you for the easy itinerary shift for impending weather. quick, painless &amp; free.",2015-02-20 22:28:03 -0800,New York for now.,1,"[0, 0, 1]"
253,neutral,"@virginamerica if you'd love to see more girls be inspired to become pilots, rt our free woaw event march 2-8 at abq. http://t.co/rfxlv1kgdh",2015-02-20 22:18:41 -0800,"Albuquerque, NM",0,"[0, 1, 0]"
254,positive,@virginamerica thanks! good times there and back! #vodkatonics the entire flight🍸#sfo,2015-02-20 21:52:51 -0800,#SF#Optimist #Freefalling,1,"[0, 0, 1]"
255,neutral,"@virginamerica beats expectations, shares take off - santa cruz sentinel http://t.co/qm9dqbai6g",2015-02-20 20:22:04 -0800,Global,0,"[0, 1, 0]"
256,neutral,@virginamerica any plans to start flying direct from dal to las?,2015-02-20 19:36:07 -0800,Texas,0,"[0, 1, 0]"
257,neutral,@virginamerica big love/gratitude.mpower w/ http://t.co/1agr9kncpf werin #oscars2105 vipswagbags@ #avalonhollywood http://t.co/ybmbgs0dhn,2015-02-20 19:35:04 -0800,Washington State,0,"[0, 1, 0]"
258,positive,"@virginamerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. thank you. keep it up!",2015-02-20 19:16:04 -0800,USA,1,"[0, 0, 1]"
259,negative,@virginamerica requested window seat and confirmed window but got stuck in middle seat. not a good way to treat silver member😒,2015-02-20 17:31:01 -0800,"Los Angeles, CA",-1,"[1, 0, 0]"
260,neutral,@virginamerica grand budapest hotel #oscarscountdown,2015-02-20 17:28:16 -0800,Florida,0,"[0, 1, 0]"
261,neutral,@virginamerica this is what you missed @newsvp. next trip to the 407.,2015-02-20 17:20:14 -0800,Florida,0,"[0, 1, 0]"
262,negative,@virginamerica #wtf i paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,2015-02-20 17:16:37 -0800,San Francisco,-1,"[1, 0, 0]"
263,negative,@virginamerica there is something wrong with you website in safari iphone,2015-02-20 17:07:21 -0800,Montreal,-1,"[1, 0, 0]"
264,positive,@virginamerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet,2015-02-20 16:27:32 -0800,"Orange County, CA",1,"[0, 0, 1]"
265,negative,@virginamerica already checked in so the page expired :x,2015-02-20 16:23:44 -0800,San Francisco,-1,"[1, 0, 0]"
266,negative,@virginamerica boo for a not refunding a seat upgrade fee i did not want to buy in the first place!,2015-02-20 16:22:36 -0800,,-1,"[1, 0, 0]"
267,neutral,@virginamerica shares rise on q4 financial results - usa today http://t.co/lfs4pefe6y,2015-02-20 16:22:04 -0800,Global,0,"[0, 1, 0]"
268,neutral,@virginamerica adds pillows instead of lie-flat seats in first class arms race http://t.co/rgywjbbhm4,2015-02-20 16:11:47 -0800,Phoenix AZ,0,"[0, 1, 0]"
